nome_conta,Date,nome_campanha,tipo_rede_ad,impressoes,cliques,interacoes,conversoes,valor_conversoes,investido
Intelbras - E-commerce (A7B),2022-11-24,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,13790.5,163.5,163.5,5.825,5.825,180.798326
Intelbras - Redes (A7B),2022-11-24,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,833.0,136.0,136.0,59.5,59.5,565.25
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,34000.0,858.5,858.5,0.0,0.0,1277.8444995
Intelbras - Redes (A7B),2022-11-24,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,22584.5,59.5,15708.0,0.0,0.0,490.3860375
Intelbras - E-commerce (A7B),2022-11-24,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,358136.0,2872.0,2872.0,120.88000000000009,120.88000000000009,3800.986
Intelbras - Segurança (A7B),2022-11-24,[SEG - AS] Leads (Search) - Série 8000,CONTENT,238.0,25.5,25.5,0.0,0.0,28.0025105
Intelbras - Segurança (A7B),2022-11-24,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_WATCH,626040.0,0.0,15172.5,0.0,0.0,1694.4
Intelbras - Redes (A7B),2022-11-24,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Business-Fi,YOUTUBE_WATCH,103785.0,0.0,1785.0,0.0,0.0,126.055
Intelbras - Controle de Acesso (A7B),2022-11-24,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (display) - Automatizadores Awareness Remarketing,CONTENT,799.0,93.5,93.5,34.679999999999993,34.679999999999993,176.819618
Intelbras - Solução Grandes Empresas (A7B),2022-11-24,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,1249211.0,1275.0,1275.0,0.0,0.0,1007.6594535
Intelbras - E-commerce (A7B),2022-11-24,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,354543.5,5814.0,5814.0,17.0,17.0,11241.845
Intelbras - Controle de Acesso (A7B),2022-11-24,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (search) - Automatizadores Awareness,SEARCH,11585.5,484.5,484.5,76.5,76.5,571.37
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,60919.5,1156.0,1156.0,0.0,0.0,1199.265
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Específica - Jun/22,SEARCH,57290.0,2371.5,2371.5,8.5,8.5,2423.69
Intelbras - Segurança (A7B),2022-11-24,[SEG - TMR] Tráfego (Search) - TMR,SEARCH,14229.0,544.0,544.0,8.5,8.5,117.3
Intelbras - E-commerce (A7B),2022-11-24,[E-COMMERCE] PMax Residências - Venda,MIXED,716252.5,6834.0,6834.0,438.09000000000009,438.09000000000009,5287.68
Intelbras - E-commerce (A7B),2022-11-24,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,151520.0,2160.0,2160.0,30.399999999999991,30.399999999999991,3874.374832
Intelbras - Energia Solar (A7B),2022-11-24,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,3579698.5,13124.0,13141.0,1156.0,1156.0,7325.3126055
Intelbras - Controle de Acesso (A7B),2022-11-24,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,25228.0,153.0,13753.0,0.0,0.0,485.923257
Intelbras - E-commerce (A7B),2022-11-24,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,3519.0,42.5,42.5,1.025,1.025,44.21
Intelbras - E-commerce (A7B),2022-11-24,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,22383.5,179.5,179.5,7.555,7.555,237.561625
Intelbras - Redes (A7B),2022-11-24,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Redes Empresariais,YOUTUBE_WATCH,2893770.0,0.0,68655.0,0.0,0.0,5480.925
Intelbras - Redes (A7B),2022-11-24,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Business-Fi,YOUTUBE_SEARCH,8.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Energia Solar (A7B),2022-11-24,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,45245.5,2575.5,2575.5,51.0,51.0,298.86
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente  - Display - Jul/22,CONTENT,131257.0,773.5,790.5,0.0,0.0,1226.602411
Intelbras - E-commerce (A7B),2022-11-24,[CORP - ECOM] Purchase (Search) - Black November [Geral],SEARCH,337586.0,32300.0,32300.0,282.37000000000023,282.37000000000023,36135.115
Intelbras - Redes (A7B),2022-11-24,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,3332.0,102.0,102.0,0.0,0.0,102.765
Intelbras - Redes (A7B),2022-11-24,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,24548.0,663.0,663.0,9.945,9.945,1454.775
Intelbras - Redes (A7B),2022-11-24,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,9290.5,399.5,399.5,34.34,34.34,425.425
Intelbras - Redes (A7B),2022-11-24,[REDES - EMP-CORP] TRÁFEGO (search) - Business-Fi,SEARCH,21343.5,1751.0,1751.0,110.5,110.5,1470.5
Intelbras - Energia Solar (A7B),2022-11-24,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,399.5,34.0,34.0,0.0,0.0,119.51
Intelbras - Energia Solar (A7B),2022-11-24,[ES - OG] Leads (Search) - Revenda Solar,SEARCH,6468.5,399.5,399.5,8.5,8.5,911.965
Intelbras - Controle de Acesso (A7B),2022-11-24,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,6715.0,476.0,476.0,42.5,42.5,501.585
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Energia - Específica - Jun/22,SEARCH,25950.5,731.0,731.0,0.0,0.0,1062.755
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Genérica - Jun/22,SEARCH,20060.0,1241.0,1241.0,0.0,0.0,1270.41
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Institucional - Jun/22,SEARCH,18309.0,1079.5,1079.5,0.0,0.0,1273.725
Intelbras - E-commerce (A7B),2022-11-24,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,220648.0,2616.0,2616.0,93.200000000000031,93.200000000000031,2892.773216
Intelbras - Redes (A7B),2022-11-24,[REDES - EMP-CORP] TRÁFEGO (display) - Redes Empresariais,CONTENT,11704.5,722.5,722.5,318.41,318.41,2818.5495865
Intelbras - E-commerce (A7B),2022-11-24,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,56304.0,680.0,680.0,16.4,16.4,707.36
Intelbras - Redes (A7B),2022-11-24,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,207315.0,467.5,467.5,8.5,8.5,1104.3504555
Intelbras - Redes (A7B),2022-11-24,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Redes Empresariais,YOUTUBE_SEARCH,71970.0,0.0,2347.5,0.0,0.0,96.525
Intelbras - Redes (A7B),2022-11-24,[REDES - HOME-OFFICE] TRÁFEGO (display) - Roteadores Residenciais - Wi-Force,CONTENT,11339.0,586.5,586.5,59.755,59.755,805.4508965
Intelbras - Segurança (A7B),2022-11-24,[SEG - AS] Leads (Search) - Série 8000,SEARCH,19558.5,1011.5,1011.5,51.0,51.0,619.225
Intelbras - Segurança (A7B),2022-11-24,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,3978.0,170.0,170.0,0.0,0.0,126.48
Intelbras - Segurança (A7B),2022-11-24,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,25075.0,901.0,901.0,0.0,0.0,514.93
Intelbras - E-commerce (A7B),2022-11-24,[E-COMMERCE] Institucional - Conversão,SEARCH,241969.5,20901.5,20901.5,190.22999999999996,190.22999999999996,2718.215
Intelbras - Redes (A7B),2022-11-24,[REDES - HOME-OFFICE] TRÁFEGO (search) - Roteadores Residenciais - Twibi,SEARCH,17136.0,884.0,884.0,38.420000000000016,38.420000000000016,910.69
Intelbras - Redes (A7B),2022-11-24,[REDES - HOME-OFFICE] TRÁFEGO (search) - Lançamento Roteador RX 1500,SEARCH,12087.0,552.5,552.5,34.0,34.0,691.305
Intelbras - Redes (A7B),2022-11-24,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,9205.5,748.0,748.0,59.5,59.5,356.405
Intelbras - Comunicação (A7B),2022-11-24,[CO] Tráfego (Search) - GW 208 O,SEARCH,8959.0,280.5,280.5,34.0,34.0,363.715
Intelbras - Comunicação (A7B),2022-11-24,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,19788.0,365.5,365.5,0.0,0.0,851.36
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Genérica - Jun/22,SEARCH,5253.0,238.0,238.0,0.0,0.0,266.22
Intelbras - Solução Residencial (A7B),2022-11-24,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Específica - Jun/22,SEARCH,20425.5,867.0,867.0,8.5,8.5,1216.01
Intelbras - Comunicação (A7B),2022-11-24,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,365.5,59.5,68.0,0.0,0.0,29.115101
Intelbras - Segurança (A7B),2022-11-24,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,10395.5,25.5,1419.5,0.0,0.0,227.7772625
Intelbras - Segurança (A7B),2022-11-24,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,49702.5,0.0,1657.5,0.0,0.0,114.525
Intelbras - Energia Solar (A7B),2022-11-24,[ES - OG] Consideração (In-stream) - Revenda Solar,YOUTUBE_WATCH,57511.0,59.5,42270.5,0.0,0.0,627.747389
Intelbras - E-commerce (A7B),2022-11-23,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,94552.0,1400.0,1400.0,18.640000000000008,18.640000000000008,1282.96
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,457011.0,59.5,59.5,0.0,0.0,1268.719333
Intelbras - Controle de Acesso (A7B),2022-11-23,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (display) - Automatizadores Awareness Remarketing,CONTENT,2533.0,76.5,76.5,14.194999999999999,14.194999999999999,194.1606465
Intelbras - Redes (A7B),2022-11-23,[REDES - EMP-CORP] TRÁFEGO (display) - Redes Empresariais,CONTENT,37085.5,1190.0,1190.0,249.47499999999982,249.47499999999982,4103.372297
Intelbras - Solução Grandes Empresas (A7B),2022-11-23,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,1223141.5,1266.5,1266.5,0.0,0.0,951.8670855
Intelbras - Segurança (A7B),2022-11-23,[SEG - AS] Leads (Search) - Série 8000,SEARCH,21003.5,1496.0,1496.0,59.5,59.5,852.38
Intelbras - Comunicação (A7B),2022-11-23,[CO] Tráfego (Search) - GW 208 O,SEARCH,12002.0,433.5,433.5,93.5,93.5,441.065
Intelbras - Comunicação (A7B),2022-11-23,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,15274.5,442.0,442.0,0.0,0.0,958.12
Intelbras - E-commerce (A7B),2022-11-23,[CORP - ECOM] Purchase (Search) - Black November [Geral],SEARCH,112191.5,6689.5,6689.5,93.669999999999987,93.669999999999987,7691.225
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Institucional - Jun/22,SEARCH,22338.0,1207.0,1207.0,0.0,0.0,1232.755
Intelbras - Controle de Acesso (A7B),2022-11-23,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,11917.0,748.0,748.0,42.5,42.5,753.27
Intelbras - Redes (A7B),2022-11-23,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,4700.5,212.5,212.5,17.0,17.0,289.425
Intelbras - Redes (A7B),2022-11-23,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,10795.0,850.0,850.0,119.0,119.0,396.355
Intelbras - Redes (A7B),2022-11-23,[REDES - HOME-OFFICE] TRÁFEGO (search) - Lançamento Roteador RX 1500,SEARCH,12478.0,620.5,620.5,41.140000000000008,41.140000000000008,822.29
Intelbras - Redes (A7B),2022-11-23,[REDES - HOME-OFFICE] TRÁFEGO (search) - Roteadores Residenciais - Twibi,SEARCH,22244.5,841.5,841.5,25.5,25.5,963.9
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,78064.0,5865.0,5865.0,1727.4550000000004,1727.4550000000004,7742.14
Intelbras - E-commerce (A7B),2022-11-23,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,210304.0,3576.0,3576.0,42.720000000000013,42.720000000000013,5108.06052
Intelbras - E-commerce (A7B),2022-11-23,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,92724.0,1160.5,1161.5,56.01,56.01,855.8232835
Intelbras - E-commerce (A7B),2022-11-23,[CORP - ECOM] Purchase (Display) - Black November [Geral],CONTENT,698615.0,6723.5,6723.5,17.0,17.0,8496.0998855
Intelbras - Segurança (A7B),2022-11-23,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,348142.5,0.0,7327.5,0.0,0.0,892.725
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Consideração (In-stream) - Revenda Solar,CONTENT,8534.0,17.0,7497.0,0.0,0.0,206.735572
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Consideração (In-stream) - Revenda Solar,YOUTUBE_WATCH,65016.5,68.0,49538.0,0.0,0.0,671.548025
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,2205367.5,8126.0,8126.0,544.0,544.0,3375.2914265
Intelbras - E-commerce (A7B),2022-11-23,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,5909.5,87.5,87.5,1.1649999999999998,1.1649999999999998,80.185
Intelbras - E-commerce (A7B),2022-11-23,[CORP - ECOM] Purchase (Display) - Black November [Compra Fácil],CONTENT,282455.0,1785.0,1785.0,0.0,0.0,2200.163919
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente  - Display - Jul/22,CONTENT,55250.0,323.0,323.0,0.0,0.0,1002.2933865
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,69989.0,1657.5,1657.5,0.0,0.0,1198.795732
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,1258.0,51.0,51.0,0.0,0.0,133.875
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Específica - Jun/22,SEARCH,82798.5,3408.5,3408.5,8.5,8.5,2796.925
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Genérica - Jun/22,SEARCH,7395.0,246.5,246.5,0.0,0.0,280.67
Intelbras - Redes (A7B),2022-11-23,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,11849.0,578.0,578.0,29.75,29.75,594.575
Intelbras - E-commerce (A7B),2022-11-23,[E-COMMERCE] Institucional - Conversão,SEARCH,325320.5,29784.0,29784.0,246.58499999999992,246.58499999999992,4124.795
Intelbras - E-commerce (A7B),2022-11-23,Energia Solar - Pmax - Luminárias Solares,MIXED,96449.5,1241.0,1241.0,0.0,0.0,1355.8419785
Intelbras - Redes (A7B),2022-11-23,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,391.0,110.5,110.5,17.0,17.0,161.5
Intelbras - Redes (A7B),2022-11-23,[REDES - HOME-OFFICE] TRÁFEGO (display) - Roteadores Residenciais - Wi-Force,CONTENT,125264.5,5457.0,5457.0,60.945000000000014,60.945000000000014,3224.9492235
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Leads (Search) - Revenda Solar,SEARCH,7216.5,578.0,578.0,25.5,25.5,1092.675
Intelbras - Segurança (A7B),2022-11-23,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,11160.5,42.5,1581.0,0.0,0.0,344.547109
Intelbras - Redes (A7B),2022-11-23,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,23111.5,93.5,15776.0,0.0,0.0,495.65455
Intelbras - Segurança (A7B),2022-11-23,[SEG - AS] Remarketing (Display) - Série 8000,CONTENT,7021.0,391.0,391.0,0.0,0.0,1154.8609405
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,62228.5,3119.5,3119.5,68.0,68.0,398.48
Intelbras - Segurança (A7B),2022-11-23,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,4471.0,195.5,195.5,8.5,8.5,154.445
Intelbras - Energia Solar (A7B),2022-11-23,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,1045.5,59.5,59.5,0.0,0.0,153.765
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Genérica - Jun/22,SEARCH,24242.0,1088.0,1088.0,0.0,0.0,1000.365
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Energia - Específica - Jun/22,SEARCH,28534.5,748.0,748.0,0.0,0.0,1056.295
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Específica - Jun/22,SEARCH,27234.0,952.0,952.0,8.5,8.5,1303.73
Intelbras - Controle de Acesso (A7B),2022-11-23,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (search) - Automatizadores Awareness,SEARCH,16991.5,527.0,527.0,59.5,59.5,597.38
Intelbras - Redes (A7B),2022-11-23,[REDES - EMP-CORP] TRÁFEGO (search) - Business-Fi,SEARCH,26987.5,2295.0,2295.0,224.14500000000004,224.14500000000004,2063.035
Intelbras - Redes (A7B),2022-11-23,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,31033.5,799.0,799.0,39.695000000000014,39.695000000000014,1567.315
Intelbras - E-commerce (A7B),2022-11-23,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,393966.5,6562.0,6562.0,42.5,42.5,9382.3
Intelbras - Comunicação (A7B),2022-11-23,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,4037.5,569.5,578.0,34.0,34.0,765.677875
Intelbras - E-commerce (A7B),2022-11-23,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,18143.0,233.5,233.5,9.615,9.615,225.192864
Intelbras - E-commerce (A7B),2022-11-23,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,13144.0,223.5,223.5,2.67,2.67,319.2537825
Intelbras - E-commerce (A7B),2022-11-23,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,36396.5,426.5,426.5,8.29,8.29,533.437688
Intelbras - E-commerce (A7B),2022-11-23,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,1483584.0,18568.0,18584.0,896.16,896.16,13693.172536
Intelbras - Controle de Acesso (A7B),2022-11-23,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,26078.0,119.0,13311.0,0.0,0.0,481.0188335
Intelbras - Comunicação (A7B),2022-11-23,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,1326.0,204.0,229.5,25.5,25.5,277.146733
Intelbras - Segurança (A7B),2022-11-23,[SEG - AS] Leads (Search) - Série 8000,CONTENT,17.0,0.0,0.0,0.0,0.0,0.0
Intelbras - E-commerce (A7B),2022-11-23,[EN - FT] Purchase (Display) - Acessórios USB,CONTENT,251642.5,3349.0,3349.0,0.0,0.0,1743.4204905
Intelbras - Redes (A7B),2022-11-23,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,246542.5,416.5,416.5,8.5,8.5,1354.5204495
Intelbras - Segurança (A7B),2022-11-23,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,25976.0,773.5,773.5,0.0,0.0,374.595
Intelbras - Solução Residencial (A7B),2022-11-23,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,68918.0,1309.0,1309.0,8.5,8.5,1392.98
Intelbras - Segurança (A7B),2022-11-23,[SEG - TMR] Tráfego (Search) - TMR,SEARCH,19363.0,612.0,612.0,0.0,0.0,144.245
Intelbras - E-commerce (A7B),2022-11-23,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,290288.0,3736.0,3736.0,153.83999999999997,153.83999999999997,3603.085824
Intelbras - E-commerce (A7B),2022-11-23,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,582344.0,6824.0,6824.0,132.64000000000001,132.64000000000001,8535.003008
Intelbras - E-commerce (A7B),2022-11-23,[E-COMMERCE] PMax Residências - Venda,MIXED,930860.5,11296.5,11296.5,526.6600000000002,526.6600000000002,7532.36
Intelbras - Segurança (A7B),2022-11-23,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_WATCH,236482.5,0.0,3975.0,0.0,0.0,359.775
Intelbras - Redes (A7B),2022-11-23,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Business-Fi,YOUTUBE_WATCH,114095.5,0.0,1929.5,0.0,0.0,128.775
Intelbras - Energia Solar (A7B),2022-11-22,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,446318.0,0.0,0.0,0.0,0.0,1268.4560285
Intelbras - Energia Solar (A7B),2022-11-22,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,75114.5,4182.0,4182.0,68.0,68.0,398.48
Intelbras - Redes (A7B),2022-11-22,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,1181.5,93.5,93.5,51.0,51.0,484.5
Intelbras - Controle de Acesso (A7B),2022-11-22,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,12784.0,722.5,722.5,56.440000000000005,56.440000000000005,727.855
Intelbras - Energia Solar (A7B),2022-11-22,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,2133.5,102.0,102.0,0.0,0.0,135.575
Intelbras - E-commerce (A7B),2022-11-22,[CORP - ECOM] Purchase (Search) - Black November [Geral],SEARCH,18827.5,756.5,756.5,25.5,25.5,704.14
Intelbras - Segurança (A7B),2022-11-22,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,5261.5,153.0,153.0,0.0,0.0,121.72
Intelbras - Redes (A7B),2022-11-22,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,4794.0,204.0,204.0,25.5,25.5,218.195
Intelbras - Redes (A7B),2022-11-22,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,8619.0,875.5,875.5,42.5,42.5,380.97
Intelbras - Solução Residencial (A7B),2022-11-22,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Genérica - Jun/22,SEARCH,16923.5,722.5,722.5,0.0,0.0,1343.0
Intelbras - Energia Solar (A7B),2022-11-22,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,2626.5,68.0,68.0,0.0,0.0,133.45
Intelbras - Comunicação (A7B),2022-11-22,[CO] Tráfego (Search) - GW 208 O,SEARCH,7811.5,493.0,493.0,42.5,42.5,426.785
Intelbras - E-commerce (A7B),2022-11-22,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,397736.0,5848.0,5848.0,152.55999999999995,152.55999999999995,6251.031296
Intelbras - E-commerce (A7B),2022-11-22,[E-COMMERCE] PMax Residências - Venda,MIXED,825214.0,10412.5,10412.5,666.90999999999974,666.90999999999974,9023.005
Intelbras - E-commerce (A7B),2022-11-22,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,29217.5,322.0,322.0,3.625,3.625,462.966939
Intelbras - Controle de Acesso (A7B),2022-11-22,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (display) - Automatizadores Awareness Remarketing,CONTENT,1725.5,68.0,68.0,24.480000000000004,24.480000000000004,170.3521805
Intelbras - Energia Solar (A7B),2022-11-22,[ES - OG] Remarketing (Display) - Revenda Solar,CONTENT,102.0,0.0,0.0,0.0,0.0,0.0
Intelbras - E-commerce (A7B),2022-11-22,[CORP - ECOM] Purchase (Display) - Black November [Compra Fácil],CONTENT,6171.0,85.0,85.0,0.0,0.0,62.943588
Intelbras - E-commerce (A7B),2022-11-22,[EN - FT] Purchase (Display) - Acessórios USB,CONTENT,399814.5,1785.0,1785.0,0.0,0.0,859.5209095
Intelbras - Segurança (A7B),2022-11-22,[SEG - AS] Leads (Search) - Série 8000,CONTENT,85.0,0.0,0.0,0.0,0.0,0.0
Intelbras - Redes (A7B),2022-11-22,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,62602.5,25.5,25.5,0.0,0.0,334.4626665
Intelbras - Solução Residencial (A7B),2022-11-22,AT - Sol. Residenciais - Venda - Casa Inteligente  - Display - Jul/22,CONTENT,81608.5,493.0,493.0,0.0,0.0,1284.253236
Intelbras - Comunicação (A7B),2022-11-22,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,29274.0,629.0,629.0,0.0,0.0,994.075
Intelbras - Redes (A7B),2022-11-22,[REDES - HOME-OFFICE] TRÁFEGO (search) - Lançamento Roteador RX 1500,SEARCH,13243.0,586.5,586.5,97.75,97.75,778.43
Intelbras - Redes (A7B),2022-11-22,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,24182.5,969.0,969.0,60.945000000000007,60.945000000000007,1520.905
Intelbras - Redes (A7B),2022-11-22,[REDES - EMP-CORP] TRÁFEGO (search) - Business-Fi,SEARCH,7327.0,544.0,544.0,53.804999999999993,53.804999999999993,252.535
