nome_conta,Date,nome_campanha,tipo_rede_ad,impressoes,cliques,interacoes,conversoes,valor_conversoes,investido
Intelbras - Energia Solar (A7B),2022-11-29,[ES - OG] Consideração (In-stream) - Revenda Solar,CONTENT,9673.0,25.5,8092.0,0.0,0.0,216.1957575
Intelbras itec,2022-11-29,[CORP - ITEC] Consideração (YouTube) - Energia Solar [02],YOUTUBE_WATCH,60359.0,78.0,51675.0,0.0,0.0,1051.511097
Intelbras - Redes (A7B),2022-11-29,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,24998.5,110.5,16651.5,8.5,8.5,496.7645735
Intelbras - E-commerce (A7B),2022-11-29,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,31608.0,496.0,496.0,0.0,0.0,563.260952
Intelbras - E-commerce (A7B),2022-11-29,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,76768.0,1080.0,1080.0,16.0,16.0,922.29744
Intelbras - E-commerce (A7B),2022-11-29,Energia Solar - Pmax - Luminárias Solares,MIXED,57443.0,935.0,935.0,0.0,0.0,1011.6835235
Intelbras - E-commerce (A7B),2022-11-29,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,60104.0,704.0,704.0,16.0,16.0,885.44
Intelbras - Segurança (A7B),2022-11-29,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,5057.5,51.0,586.5,0.0,0.0,211.99901
Intelbras - Redes (A7B),2022-11-29,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,5635.5,246.5,246.5,0.0,0.0,301.835
Intelbras - Redes (A7B),2022-11-29,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,20068.5,858.5,858.5,59.5,59.5,1435.055
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente - Energia - Específica - Jun/22,SEARCH,14756.0,561.0,561.0,0.0,0.0,834.53
Intelbras - Redes (A7B),2022-11-29,[REDES - HOME-OFFICE] TRÁFEGO (display) - Roteadores Residenciais - Wi-Force,CONTENT,36065.5,1147.5,1147.5,60.435000000000031,60.435000000000031,1058.4118825
Intelbras - E-commerce (A7B),2022-11-29,[EN - FT] Purchase (Display) - Acessórios USB,CONTENT,28067.0,425.0,425.0,0.0,0.0,213.7682085
Intelbras - Controle de Acesso (A7B),2022-11-29,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (display) - Automatizadores Awareness Remarketing,CONTENT,2371.5,68.0,68.0,30.769999999999992,30.769999999999992,143.379241
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente  - Display - Jul/22,CONTENT,36890.0,340.0,340.0,0.0,0.0,1034.043428
Intelbras - Segurança (A7B),2022-11-29,[SEG - AS] Leads (Search) - Série 8000,CONTENT,25.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Redes (A7B),2022-11-29,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Business-Fi,YOUTUBE_WATCH,114588.5,0.0,2116.5,0.0,0.0,148.58
Intelbras - Redes (A7B),2022-11-29,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Redes Empresariais,YOUTUBE_SEARCH,18435.0,0.0,450.0,0.0,0.0,9.45
Intelbras - E-commerce (A7B),2022-11-29,[E-COMMERCE] Institucional - Conversão,SEARCH,203949.0,18224.0,18224.0,110.5,110.5,2652.68
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Específica - Jun/22,SEARCH,43613.5,2388.5,2388.5,17.0,17.0,1777.945
Intelbras - E-commerce (A7B),2022-11-29,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,3756.5,44.0,44.0,1.0,1.0,55.34
Intelbras - Comunicação (A7B),2022-11-29,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,18479.0,408.0,408.0,0.0,0.0,830.11
Intelbras - Redes (A7B),2022-11-29,[REDES - EMP-CORP] TRÁFEGO (search) - Business-Fi,SEARCH,24123.0,1581.0,1581.0,187.0,187.0,2343.875
Intelbras - Energia Solar (A7B),2022-11-29,[ES - OG] Leads (Search) - Revenda Solar,SEARCH,5066.0,527.0,527.0,42.5,42.5,859.945
Intelbras - E-commerce (A7B),2022-11-29,[CORP - ECOM] Purchase (Search) - Black November [Geral],SEARCH,84889.5,15317.0,15317.0,136.0,136.0,4606.66
Intelbras - Controle de Acesso (A7B),2022-11-29,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,10540.0,765.0,765.0,51.0,51.0,752.42
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Específica - Jun/22,SEARCH,13166.5,782.0,782.0,0.0,0.0,852.635
Intelbras - Segurança (A7B),2022-11-29,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,3944.0,170.0,170.0,0.0,0.0,115.515
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,53932.5,1292.0,1292.0,0.0,0.0,1180.321186
Intelbras - Segurança (A7B),2022-11-29,[SEG - TMR] Remarketing (Display) - Micro SD,CONTENT,697.0,0.0,0.0,0.0,0.0,0.0
Intelbras - Redes (A7B),2022-11-29,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Redes Empresariais,YOUTUBE_WATCH,2795355.0,0.0,86670.0,0.0,0.0,5092.5
Intelbras - Redes (A7B),2022-11-29,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,469871.5,850.0,850.0,0.0,0.0,2484.75621
Intelbras - Segurança (A7B),2022-11-29,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,1305.0,0.0,22.5,0.0,0.0,0.675
Intelbras - E-commerce (A7B),2022-11-29,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,1214016.0,15416.0,15416.0,343.36000000000013,343.36000000000013,17625.696488
Intelbras - E-commerce (A7B),2022-11-29,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,75876.0,963.5,963.5,21.46,21.46,1101.6060305
Intelbras - E-commerce (A7B),2022-11-29,[E-COMMERCE] PMax Residências - Venda,MIXED,802655.0,9503.0,9503.0,365.07500000000033,365.07500000000033,8458.095
Intelbras - Redes (A7B),2022-11-29,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,399.5,59.5,59.5,8.5,8.5,80.75
Intelbras - Comunicação (A7B),2022-11-29,Vídeo Alcance eficiente – 2022-11-28,YOUTUBE_WATCH,3.0,0.0,2.0,0.0,0.0,0.026659
Intelbras - Redes (A7B),2022-11-29,[REDES - HOME-OFFICE] ALCANCE - (youtube) Wi-Force W5 1200 G,YOUTUBE_WATCH,56128.5,85.5,19566.0,22.185000000000002,22.185000000000002,464.515866
Intelbras - Energia Solar (A7B),2022-11-29,[ES - OG] Consideração (In-stream) - Revenda Solar,YOUTUBE_WATCH,72938.5,76.5,50787.5,0.0,0.0,668.366033
Intelbras - Controle de Acesso (A7B),2022-11-29,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,30124.0,161.5,15903.5,0.0,0.0,485.418425
Intelbras - Comunicação (A7B),2022-11-29,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,1411.0,153.0,161.5,17.0,17.0,142.5408945
Intelbras - Energia Solar (A7B),2022-11-29,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,3538473.5,14467.0,14475.5,1193.9100000000003,1193.9100000000003,7259.749513
Intelbras - E-commerce (A7B),2022-11-29,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,1975.5,31.0,31.0,0.0,0.0,35.2038095
Intelbras - Redes (A7B),2022-11-29,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,12435.5,603.5,603.5,69.020000000000024,69.020000000000024,623.05
Intelbras - Redes (A7B),2022-11-29,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,10599.5,1011.5,1011.5,102.59499999999998,102.59499999999998,348.84
Intelbras - Redes (A7B),2022-11-29,[REDES - HOME-OFFICE] TRÁFEGO (search) - Roteadores Residenciais - Twibi,SEARCH,42780.5,2278.0,2278.0,51.0,51.0,2569.04
Intelbras - Energia Solar (A7B),2022-11-29,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,654.5,34.0,34.0,0.0,0.0,121.805
Intelbras - Energia Solar (A7B),2022-11-29,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,1470.5,51.0,51.0,0.0,0.0,127.075
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,37111.0,1062.5,1062.5,0.0,0.0,949.195
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Genérica - Jun/22,SEARCH,12750.0,782.0,782.0,8.5,8.5,904.06
Intelbras - Solução Residencial (A7B),2022-11-29,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Genérica - Jun/22,SEARCH,4173.5,280.5,280.5,0.0,0.0,258.655
Intelbras - Segurança (A7B),2022-11-29,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,34093.5,960.5,960.5,8.5,8.5,417.265
Intelbras - Segurança (A7B),2022-11-29,[SEG - TMR] Tráfego (Search) - TMR,SEARCH,18683.0,578.0,578.0,8.5,8.5,128.435
Intelbras - Solução Grandes Empresas (A7B),2022-11-29,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,1057289.5,1020.0,1020.0,0.0,0.0,919.436534
Intelbras - Redes (A7B),2022-11-29,[REDES - EMP-CORP] TRÁFEGO (display) - Redes Empresariais,CONTENT,13277.0,901.0,901.0,253.38500000000016,253.38500000000016,2936.9135825
Intelbras - Comunicação (A7B),2022-11-29,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,10225.5,646.0,671.5,17.0,17.0,689.619127
Intelbras - E-commerce (A7B),2022-11-29,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,102440.0,3136.0,3176.0,0.0,0.0,1910.747744
Intelbras - E-commerce (A7B),2022-11-29,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,6402.5,196.0,198.5,0.0,0.0,119.421734
Intelbras - Energia Solar (A7B),2022-11-29,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,50150.0,1759.5,1759.5,17.0,17.0,99.62
Intelbras - Comunicação (A7B),2022-11-29,[HO] [Vídeo] - Banda KU,YOUTUBE_WATCH,12.0,0.0,8.0,0.0,0.0,0.106636
Intelbras itec,2022-11-29,[CORP - ITEC] Consideração (YouTube) - Energia Solar [01],YOUTUBE_WATCH,77311.0,110.5,33351.5,0.0,0.0,1521.8309015
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Institucional - Jun/22,SEARCH,15733.5,1088.0,1088.0,0.0,0.0,1106.02
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,72165.0,1419.5,1419.5,0.0,0.0,1250.775
Intelbras - Redes (A7B),2022-11-28,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,24123.0,807.5,807.5,49.214999999999975,49.214999999999975,1429.955
Intelbras - Redes (A7B),2022-11-28,[REDES - HOME-OFFICE] TRÁFEGO (search) - Roteadores Residenciais - Twibi,SEARCH,48552.0,2269.5,2269.5,66.895,66.895,2978.825
Intelbras - Segurança (A7B),2022-11-28,[SEG - AS] Leads (Search) - Série 8000,SEARCH,23018.0,1173.0,1173.0,42.5,42.5,824.5
Intelbras - E-commerce (A7B),2022-11-28,[CORP - ECOM] Purchase (Search) - Black November [Geral],SEARCH,174641.0,27106.5,27106.5,535.5,535.5,11387.28
Intelbras - E-commerce (A7B),2022-11-28,[E-COMMERCE] Institucional - Conversão,SEARCH,297772.0,25721.0,25721.0,212.9250000000001,212.9250000000001,3872.685
Intelbras - Comunicação (A7B),2022-11-28,[CO] Tráfego (Search) - GW 208 O,SEARCH,4692.0,170.0,170.0,17.0,17.0,220.32
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,1853.0,59.5,59.5,0.0,0.0,135.32
Intelbras - Redes (A7B),2022-11-28,[REDES - EMP-CORP] TRÁFEGO (display) - Redes Empresariais,CONTENT,7794.5,705.5,705.5,111.77499999999999,111.77499999999999,3249.1325735
Intelbras - Segurança (A7B),2022-11-28,[SEG - AS] Leads (Search) - Série 8000,CONTENT,8.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Segurança (A7B),2022-11-28,[SEG - AS] Remarketing (Display) - Série 8000,CONTENT,8976.0,195.5,195.5,0.0,0.0,294.57022
Intelbras - Solução Grandes Empresas (A7B),2022-11-28,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,1075853.5,1088.0,1088.0,0.0,0.0,941.270824
Intelbras - Redes (A7B),2022-11-28,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Business-Fi,YOUTUBE_WATCH,99739.0,0.0,2023.0,0.0,0.0,140.93
Intelbras - E-commerce (A7B),2022-11-28,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,2514160.0,34768.0,34784.0,1261.8400000000001,1261.8400000000001,48861.060712
Intelbras - E-commerce (A7B),2022-11-28,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,24625.0,370.0,371.0,4.8450000000000006,4.8450000000000006,497.7788735
Intelbras - E-commerce (A7B),2022-11-28,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,10840.5,137.5,137.5,2.545,2.545,176.5766055
Intelbras - Comunicação (A7B),2022-11-28,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,2881.5,450.5,467.5,85.0,85.0,750.9786295
Intelbras - Controle de Acesso (A7B),2022-11-28,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (display) - Automatizadores Awareness Remarketing,CONTENT,756.5,68.0,68.0,6.885,6.885,132.4710465
Intelbras - Redes (A7B),2022-11-28,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,24539.5,161.5,17229.5,34.0,34.0,498.065218
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Energia - Específica - Jun/22,SEARCH,21726.0,629.0,629.0,0.0,0.0,1131.18
Intelbras - Segurança (A7B),2022-11-28,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,27914.0,994.5,994.5,0.0,0.0,453.475
Intelbras - E-commerce (A7B),2022-11-28,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,204994.5,3170.5,3170.5,8.5,8.5,5653.86
Intelbras - E-commerce (A7B),2022-11-28,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,26216.0,176.0,176.0,0.0,0.0,265.92
Intelbras - E-commerce (A7B),2022-11-28,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,394000.0,5920.0,5936.0,77.52,77.52,7964.461976
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,34306.0,1691.5,1691.5,59.5,59.5,348.67
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Consideração (In-stream) - Revenda Solar,CONTENT,14764.5,51.0,12282.5,0.0,0.0,345.2363485
Intelbras - Comunicação (A7B),2022-11-28,Vídeo Alcance eficiente – 2022-11-28,YOUTUBE_WATCH,4.0,0.0,1.0,0.0,0.0,0.035497
Intelbras itec,2022-11-28,[CORP - ITEC] Consideração (YouTube) - Energia Solar [02],YOUTUBE_WATCH,56277.0,45.5,48366.5,0.0,0.0,1049.170655
Intelbras itec,2022-11-28,[CORP - ITEC] Consideração (YouTube) - Energia Solar [01],YOUTUBE_WATCH,69433.0,143.0,31583.5,0.0,0.0,1531.019594
Intelbras - Segurança (A7B),2022-11-28,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,7599.0,76.5,909.5,0.0,0.0,270.28402
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,3283337.5,14373.5,14373.5,1277.8049999999996,1277.8049999999996,6869.666493
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Específica - Jun/22,SEARCH,19686.0,1011.5,1011.5,0.0,0.0,1165.945
Intelbras - Redes (A7B),2022-11-28,[REDES - HOME-OFFICE] TRÁFEGO (search) - Lançamento Roteador RX 1500,SEARCH,10650.5,552.5,552.5,51.0,51.0,733.295
Intelbras - Redes (A7B),2022-11-28,[REDES - EMP-CORP] TRÁFEGO (search) - Business-Fi,SEARCH,33779.0,2448.0,2448.0,221.0,221.0,3904.475
Intelbras - Redes (A7B),2022-11-28,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,8899.5,391.0,391.0,39.27,39.27,463.76
Intelbras - Redes (A7B),2022-11-28,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,8789.0,850.0,850.0,92.819999999999979,92.819999999999979,345.27
Intelbras - Redes (A7B),2022-11-28,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,3570.0,187.0,187.0,25.5,25.5,245.395
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,1547.0,59.5,59.5,0.0,0.0,116.28
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Leads (Search) - Revenda Solar,SEARCH,3153.5,433.5,433.5,42.5,42.5,890.035
Intelbras - Controle de Acesso (A7B),2022-11-28,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (search) - Automatizadores Awareness,SEARCH,8840.0,442.0,442.0,76.5,76.5,540.855
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,45449.5,841.5,841.5,0.0,0.0,1192.2825305
Intelbras - E-commerce (A7B),2022-11-28,[CORP - ECOM] Purchase (Display) - Black November [Geral],CONTENT,319030.5,2694.5,2694.5,0.0,0.0,2656.04838
Intelbras - Redes (A7B),2022-11-28,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,440529.5,646.0,646.0,8.5,8.5,2360.2582655
Intelbras - Redes (A7B),2022-11-28,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Redes Empresariais,YOUTUBE_WATCH,2687047.5,0.0,81660.0,0.0,0.0,5075.25
Intelbras - Segurança (A7B),2022-11-28,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_WATCH,921922.5,0.0,25372.5,0.0,0.0,1802.4
Intelbras - Segurança (A7B),2022-11-28,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,300.0,0.0,7.5,0.0,0.0,0.6
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,83240.5,6528.0,6528.0,2023.5950000000005,2023.5950000000005,10924.2
Intelbras - E-commerce (A7B),2022-11-28,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,103736.0,1752.0,1752.0,17.520000000000003,17.520000000000003,3226.474944
Intelbras - E-commerce (A7B),2022-11-28,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,157135.0,2173.0,2174.0,78.865,78.865,3053.8162945
Intelbras - E-commerce (A7B),2022-11-28,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,173448.0,2200.0,2200.0,40.720000000000013,40.720000000000013,2825.225688
Intelbras - E-commerce (A7B),2022-11-28,[E-COMMERCE] PMax Residências - Venda,MIXED,753380.5,9129.0,9129.0,410.125,410.125,9058.365
Intelbras - Controle de Acesso (A7B),2022-11-28,[CONT-ACESS - EMP-CORP] CONVERSÕES (pmax) - Linha de Faciais,MIXED,3009.0,178.5,340.0,8.5,8.5,123.382294
Intelbras - Comunicação (A7B),2022-11-28,[HO] [Vídeo] - Banda KU,YOUTUBE_WATCH,16.0,0.0,4.0,0.0,0.0,0.141988
Intelbras itec,2022-11-28,[CORP - ITEC] Consideração (YouTube) - Energia Solar [03],YOUTUBE_WATCH,84.5,0.0,58.5,0.0,0.0,3.0583865
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Consideração (In-stream) - Revenda Solar,YOUTUBE_WATCH,55182.0,68.0,39618.5,0.0,0.0,538.2527505
Intelbras - Controle de Acesso (A7B),2022-11-28,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,26936.5,161.5,14518.0,0.0,0.0,481.3184925
Intelbras - E-commerce (A7B),2022-11-28,Energia Solar - Pmax - Luminárias Solares,MIXED,49801.5,697.0,697.0,51.0,51.0,796.3536015
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Genérica - Jun/22,SEARCH,4369.0,195.5,195.5,0.0,0.0,225.25
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Específica - Jun/22,SEARCH,46231.5,2456.5,2456.5,0.0,0.0,2305.795
Intelbras - Segurança (A7B),2022-11-28,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,3893.0,195.5,195.5,0.0,0.0,145.775
Intelbras - Segurança (A7B),2022-11-28,[SEG - TMR] Tráfego (Search) - TMR,SEARCH,21292.5,518.5,518.5,0.0,0.0,135.32
Intelbras - Comunicação (A7B),2022-11-28,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,27795.0,484.5,484.5,17.0,17.0,1049.325
Intelbras - Controle de Acesso (A7B),2022-11-28,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,6774.5,510.0,510.0,25.5,25.5,851.955
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente  - Display - Jul/22,CONTENT,12155.0,161.5,161.5,0.0,0.0,1197.8564905
Intelbras - Redes (A7B),2022-11-28,[REDES - HOME-OFFICE] TRÁFEGO (display) - Roteadores Residenciais - Wi-Force,CONTENT,12299.5,348.5,348.5,41.989999999999945,41.989999999999945,822.60807
Intelbras - Segurança (A7B),2022-11-28,[SEG - TMR] Remarketing (Display) - Micro SD,CONTENT,76.5,0.0,0.0,0.0,0.0,0.0
Intelbras - E-commerce (A7B),2022-11-28,[EN - FT] Purchase (Display) - Acessórios USB,CONTENT,564672.0,7021.0,7021.0,0.0,0.0,4520.4283585
Intelbras - E-commerce (A7B),2022-11-28,[CORP - ECOM] Purchase (Display) - Black November [Compra Fácil],CONTENT,170357.0,1351.5,1351.5,17.0,17.0,2010.6759265
Intelbras - Energia Solar (A7B),2022-11-28,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,474742.0,42.5,42.5,0.0,0.0,1274.368773
Intelbras - Redes (A7B),2022-11-28,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Redes Empresariais,YOUTUBE_SEARCH,9540.0,0.0,187.5,0.0,0.0,8.025
Intelbras - Solução Residencial (A7B),2022-11-28,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Genérica - Jun/22,SEARCH,20145.0,1105.0,1105.0,0.0,0.0,1247.035
Intelbras - E-commerce (A7B),2022-11-28,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,6483.5,109.5,109.5,1.095,1.095,201.654684
Intelbras - E-commerce (A7B),2022-11-28,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,1638.5,11.0,11.0,0.0,0.0,16.62
Intelbras - Comunicação (A7B),2022-11-28,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,1377.0,136.0,136.0,8.5,8.5,161.391217
Intelbras - Redes (A7B),2022-11-28,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,263.5,34.0,34.0,34.0,34.0,323.0
Intelbras - Energia Solar (A7B),2022-11-27,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,3185706.5,14824.0,14824.0,1470.5,1470.5,7464.518831
Intelbras - Comunicação (A7B),2022-11-27,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,11602.5,212.5,212.5,0.0,0.0,352.325
Intelbras - Energia Solar (A7B),2022-11-27,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,1691.5,68.0,68.0,0.0,0.0,136.68
Intelbras - Redes (A7B),2022-11-27,[REDES - HOME-OFFICE] TRÁFEGO (search) - Roteadores Residenciais - Twibi,SEARCH,45033.0,1912.5,1912.5,34.0,34.0,2252.16
Intelbras - Redes (A7B),2022-11-27,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,28738.5,748.0,748.0,25.5,25.5,1485.8
Intelbras - E-commerce (A7B),2022-11-27,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,337960.0,5550.5,5550.5,51.0,51.0,9836.03
Intelbras - Solução Residencial (A7B),2022-11-27,AT - Sol. Residenciais - Venda - Casa Inteligente - Energia - Específica - Jun/22,SEARCH,30744.5,824.5,824.5,0.0,0.0,1154.13
Intelbras - Solução Residencial (A7B),2022-11-27,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,59848.5,1037.0,1037.0,0.0,0.0,831.895
Intelbras - Energia Solar (A7B),2022-11-27,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,28670.5,688.5,688.5,34.0,34.0,199.24
Intelbras - Segurança (A7B),2022-11-27,[SEG - AS] Remarketing (Display) - Série 8000,CONTENT,3544.5,110.5,110.5,0.0,0.0,208.046442
Intelbras - Segurança (A7B),2022-11-27,[SEG - AS] Leads (Search) - Série 8000,CONTENT,348.5,25.5,25.5,0.0,0.0,35.021615
Intelbras - Redes (A7B),2022-11-27,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Redes Empresariais,YOUTUBE_WATCH,3217642.5,0.0,90795.0,0.0,0.0,5044.5
Intelbras - Segurança (A7B),2022-11-27,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,517.5,0.0,7.5,0.0,0.0,0.675
Intelbras - Segurança (A7B),2022-11-27,[SEG - AS] Leads (Search) - Série 8000,SEARCH,19465.0,1181.5,1181.5,68.0,68.0,811.155
